# List from http://www.wordfrequency.info/top5000.asp
# Word	POS	Frequency	Dispersion
orbit	n	6490 	0.92
grasp	v	6357 	0.94
patience	n	6532 	0.92
spite	i	6339 	0.94
tropical	j	6473 	0.92
voting	n	6621 	0.9
patrol	n	6382 	0.94
willingness	n	6461 	0.92
position	v	6288 	0.95
revelation	n	6297 	0.95
rent	n	6360 	0.94
calm	v	6484 	0.92
jewelry	n	6338 	0.94
Cuban	j	6601 	0.9
haul	v	6401 	0.93
concede	v	6303 	0.95
trace	n	6345 	0.94
wagon	n	6577 	0.91
afterward	r	6353 	0.94
spectacular	j	6276 	0.95
ruin	v	6267 	0.95
sheer	j	6209 	0.96
prior	j	6720 	0.88
immune	j	6492 	0.91
reliability	n	7053 	0.84
ass	n	6911 	0.86
alongside	i	6166 	0.96
bush	n	6307 	0.94
exotic	j	6185 	0.96
fascinating	j	6231 	0.95
secure	j	6138 	0.96
clip	n	6660 	0.89
thigh	n	6576 	0.9
bull	n	6346 	0.93
drawer	n	6665 	0.89
regard	i	6665 	0.89
sheep	n	6320 	0.94
discourage	v	6177 	0.96
coordinator	n	6478 	0.91
ideological	j	6793 	0.87
runner	n	6333 	0.93
secular	j	6560 	0.9
intimate	j	6143 	0.96
empire	n	6268 	0.94
cab	n	6561 	0.9
divorce	v	6086 	0.97
exam	n	6176 	0.95
documentary	n	6321 	0.93
neutral	j	6331 	0.93
biology	n	6334 	0.93
flexible	j	6312 	0.93
progressive	j	6387 	0.92
web	n	6411 	0.92
conspiracy	n	6261 	0.94
catch	n	6377 	0.92
casualty	n	6439 	0.91
republic	n	7519 	0.78
execution	n	6278 	0.93
terrific	j	6356 	0.92
whale	n	6928 	0.84
functional	j	6736 	0.87
star	v	6328 	0.92
draft	v	6234 	0.94
instinct	n	6076 	0.96
teammate	n	6572 	0.89
aluminum	n	6468 	0.9
whoever	p	6250 	0.93
ministry	n	6250 	0.93
verdict	n	6529 	0.89
instruct	v	6117 	0.95
skull	n	6313 	0.92
self-esteem	n	6727 	0.86
ease	n	6103 	0.95
cooperative	j	6671 	0.87
manipulate	v	6159 	0.94
bee	n	6342 	0.92
practitioner	n	6670 	0.87
loop	n	6175 	0.94
edit	v	6157 	0.94
whip	v	6255 	0.93
puzzle	n	6153 	0.94
mushroom	n	6454 	0.9
subsidy	n	6236 	0.93
boil	v	6180 	0.94
tragic	j	6038 	0.96
mathematics	n	6828 	0.85
mechanic	n	6092 	0.95
jar	n	6284 	0.92
respect	i	6659 	0.87
earthquake	n	6439 	0.9
pork	n	6261 	0.92
creativity	n	6452 	0.89
safely	r	5959 	0.97
underlying	j	6340 	0.91
dessert	n	6286 	0.92
sympathy	n	6044 	0.95
fisherman	n	6317 	0.91
incredibly	r	6141 	0.94
isolation	n	6251 	0.92
sock	n	6273 	0.92
near	r	6097 	0.94
jump	n	6088 	0.95
eleven	m	6239 	0.92
sexy	j	6300 	0.91
entrepreneur	n	6238 	0.92
syndrome	n	6157 	0.93
bureau	n	6199 	0.93
seat	v	6227 	0.92
workplace	n	6186 	0.93
ambition	n	5962 	0.96
touchdown	n	6954 	0.82
utilize	v	6607 	0.87
breeze	n	6423 	0.89
costly	j	6130 	0.93
ambitious	j	6040 	0.95
Christianity	n	6312 	0.91
presumably	r	6039 	0.95
influential	j	6161 	0.93
translation	n	6266 	0.91
uncertain	j	5951 	0.96
dissolve	v	6157 	0.93
object	v	5909 	0.97
statistical	j	6634 	0.86
gut	n	6067 	0.94
metropolitan	j	6149 	0.93
rolling	j	6066 	0.94
aesthetic	j	6647 	0.86
spell	v	5887 	0.97
insert	v	6067 	0.94
booth	n	6191 	0.92
helmet	n	6203 	0.92
waist	n	6394 	0.89
expected	j	6144 	0.93
lion	n	6075 	0.94
accomplishment	n	5980 	0.95
royal	j	6028 	0.94
panic	n	6087 	0.93
cast	n	6007 	0.95
crush	v	5985 	0.95
actively	r	6232 	0.91
cliff	n	6117 	0.93
minimal	j	6176 	0.92
cord	n	6071 	0.94
fortunately	r	5974 	0.95
cocaine	n	6207 	0.91
illusion	n	6035 	0.94
anonymous	j	5949 	0.95
tolerate	v	5871 	0.97
appreciation	n	6054 	0.94
commissioner	n	6303 	0.9
harm	v	5810 	0.97
flexibility	n	6149 	0.92
instructional	j	7014 	0.81
scramble	v	6061 	0.93
casino	n	6205 	0.91
tumor	n	6427 	0.88
decorate	v	5997 	0.94
sort	v	5809 	0.97
charge	i	5893 	0.96
pulse	n	5992 	0.94
equivalent	n	5935 	0.95
fixed	j	6042 	0.93
experienced	j	6031 	0.93
donation	n	6086 	0.92
diary	n	5945 	0.95
sibling	n	6102 	0.92
irony	n	5818 	0.97
spoon	n	6194 	0.91
midst	n	5760 	0.98
alley	n	6236 	0.9
upset	j	5954 	0.94
interact	v	6247 	0.9
soap	n	5952 	0.94
cute	j	6089 	0.92
rival	n	6005 	0.93
short-term	j	5998 	0.93
punch	v	6071 	0.92
pin	n	6000 	0.93
hockey	n	6171 	0.91
passing	j	5903 	0.95
persist	v	6013 	0.93
supplier	n	6038 	0.93
known	j	5892 	0.95
momentum	n	5911 	0.94
purse	n	6161 	0.91
shed	v	5769 	0.97
liquid	n	5948 	0.94
icon	n	6030 	0.92
elephant	n	6038 	0.92
consequently	r	6463 	0.86
legislature	n	6027 	0.92
associate	n	5860 	0.95
franchise	n	6332 	0.88
correctly	r	5884 	0.95
mentally	r	5793 	0.96
foster	v	6237 	0.89
bicycle	n	5960 	0.93
encouraging	j	5868 	0.95
cheat	v	5819 	0.96
access	v	6023 	0.92
heal	v	5797 	0.96
fever	n	5874 	0.95
filter	n	6210 	0.9
rabbit	n	6095 	0.91
coin	n	5947 	0.93
exploit	v	5909 	0.94
accessible	j	5965 	0.93
organism	n	6210 	0.89
sensation	n	5882 	0.94
partially	r	5882 	0.94
stay	n	5779 	0.96
upstairs	r	6271 	0.88
dried	j	6109 	0.91
minimum	n	5867 	0.94
pro	j	6101 	0.91
conservation	n	6129 	0.9
shove	v	6327 	0.87
backyard	n	5890 	0.94
charter	n	6011 	0.92
stove	n	6082 	0.91
consent	n	6239 	0.89
comprise	v	6258 	0.88
reminder	n	5681 	0.97
alike	r	5740 	0.96
placement	n	6275 	0.88
dough	n	6294 	0.88
grandchild	n	5826 	0.95
dam	n	5968 	0.92
reportedly	r	5911 	0.93
well-known	j	5782 	0.95
surrounding	j	5826 	0.95
ecological	j	6443 	0.86
outfit	n	5850 	0.94
unprecedented	j	5798 	0.95
columnist	n	5997 	0.92
workout	n	6414 	0.86
preliminary	j	5908 	0.93
patent	n	6024 	0.91
shy	j	5806 	0.95
quote	n	6228 	0.88
trash	n	5811 	0.95
disabled	j	5952 	0.92
gross	j	5802 	0.95
damn	j	6269 	0.88
hormone	n	6230 	0.88
texture	n	5994 	0.92
counter	v	5722 	0.96
pencil	n	5936 	0.92
associate	j	5859 	0.94
frontier	n	5897 	0.93
spray	n	6005 	0.91
bet	n	5801 	0.95
disclose	v	5879 	0.93
custody	n	5957 	0.92
banker	n	5933 	0.92
beast	n	6052 	0.9
interfere	v	5709 	0.96
oak	n	5938 	0.92
case	c	5791 	0.94
eighth	m	5814 	0.94
notebook	n	5884 	0.93
outline	v	5859 	0.93
gaze	v	6379 	0.86
attendance	n	5963 	0.92
speculation	n	5698 	0.96
uncover	v	5696 	0.96
behalf	i	5727 	0.95
innovative	j	5921 	0.92
shark	n	6164 	0.88
reward	v	5676 	0.96
mill	n	5761 	0.95
installation	n	5938 	0.92
stimulate	v	5898 	0.92
tag	n	5735 	0.95
vertical	j	5950 	0.91
swimming	n	5735 	0.95
fleet	n	5781 	0.94
catalog	n	5925 	0.92
outsider	n	5690 	0.96
sacrifice	v	5641 	0.96
desperately	r	5701 	0.95
stance	n	5812 	0.93
compel	v	5728 	0.95
sensitivity	n	5981 	0.91
someday	r	5744 	0.94
instant	j	5765 	0.94
debut	n	5986 	0.91
proclaim	v	5716 	0.95
worldwide	r	5781 	0.94
hike	v	6111 	0.89
required	j	5953 	0.91
confrontation	n	5762 	0.94
colorful	j	5773 	0.94
ideal	n	5978 	0.91
constitution	n	6111 	0.89
trainer	n	5845 	0.93
Thanksgiving	n	5859 	0.92
scent	n	6050 	0.89
stack	n	5858 	0.92
eyebrow	n	6212 	0.87
sack	n	5880 	0.92
cease	v	5679 	0.95
inherit	v	5563 	0.97
tray	n	6021 	0.9
pioneer	n	5755 	0.94
organizational	j	6445 	0.84
textbook	n	5968 	0.9
uh	u	6155 	0.87
nasty	j	5682 	0.95
shrink	v	5617 	0.96
model	v	5925 	0.91
emerging	j	5942 	0.91
dot	n	5795 	0.93
wheat	n	5730 	0.94
fierce	j	5622 	0.96
envision	v	5619 	0.96
rational	j	5941 	0.9
kingdom	n	5674 	0.95
aisle	n	5828 	0.92
weaken	v	5640 	0.95
protocol	n	6031 	0.89
exclusively	r	5852 	0.92
vocal	j	5727 	0.94
marketplace	n	5650 	0.95
openly	r	5558 	0.96
unfair	j	5656 	0.95
terrain	n	5873 	0.91
deploy	v	5674 	0.94
risky	j	5632 	0.95
pasta	n	6062 	0.88
genre	n	5919 	0.9
distract	v	5720 	0.93
merit	n	5670 	0.94
planner	n	5797 	0.92
depressed	j	5543 	0.96
chunk	n	5682 	0.94
closest	j	5506 	0.97
discount	n	5809 	0.92
no	d	5591 	0.95
ladder	n	5720 	0.93
jungle	n	5693 	0.94
migration	n	6067 	0.88
breathing	n	5798 	0.92
invade	v	5653 	0.94
hurricane	n	6439 	0.83
retailer	n	5915 	0.9
classify	v	5964 	0.89
wound	v	5660 	0.94
coup	n	6179 	0.86
aid	v	5676 	0.94
ambassador	n	5847 	0.91
density	n	6040 	0.88
supportive	j	5662 	0.94
curiosity	n	5630 	0.94
skip	v	5635 	0.94
aggression	n	6215 	0.85
stimulus	n	6215 	0.85
journalism	n	5684 	0.93
robot	n	6023 	0.88
flood	v	5531 	0.96
dip	v	5664 	0.93
likewise	r	5821 	0.91
informal	j	5931 	0.89
Persian	j	6340 	0.83
feather	n	5744 	0.92
sphere	n	5881 	0.9
tighten	v	5665 	0.93
boast	v	5731 	0.92
pat	v	5968 	0.89
perceived	j	6386 	0.83
sole	j	5535 	0.95
publicity	n	5557 	0.95
major	n	5678 	0.93
unfold	v	5420 	0.97
joke	v	5576 	0.95
well-being	n	6005 	0.88
validity	n	6401 	0.82
ecosystem	n	6215 	0.85
strictly	r	5532 	0.95
partial	j	5716 	0.92
collar	n	5791 	0.91
weed	n	5642 	0.93
compliance	n	5973 	0.88
streak	n	5826 	0.9
supposedly	r	5451 	0.97
added	j	5616 	0.94
builder	n	5720 	0.92
glimpse	n	5567 	0.95
premise	n	5695 	0.92
specialty	n	5622 	0.94
deem	v	5639 	0.93
artifact	n	5773 	0.91
sneak	v	5690 	0.92
monkey	n	5698 	0.92
mentor	n	5757 	0.91
two-thirds	m	5558 	0.95
listener	n	5621 	0.93
lightning	n	5674 	0.93
legally	r	5484 	0.96
sleeve	n	5855 	0.9
disappointment	n	5464 	0.96
disturb	v	5532 	0.95
rib	n	5662 	0.93
excessive	j	5633 	0.93
high-tech	j	5681 	0.92
debris	n	5491 	0.95
pile	v	5609 	0.93
rod	n	5788 	0.9
logical	j	5644 	0.93
liberal	n	5677 	0.92
ash	n	5647 	0.93
socially	r	5814 	0.9
parish	n	5723 	0.91
slavery	n	5712 	0.92
blank	j	5585 	0.94
commodity	n	5659 	0.92
cure	n	5468 	0.96
mineral	n	5758 	0.91
hunger	n	5460 	0.96
dying	j	5504 	0.95
developmental	j	6255 	0.84
faster	j	5538 	0.94
spare	v	5492 	0.95
halfway	r	5695 	0.92
cure	v	5444 	0.96
equality	n	5841 	0.89
cemetery	n	5584 	0.93
harassment	n	5882 	0.89
deliberately	r	5388 	0.97
fame	n	5485 	0.95
regret	v	5479 	0.95
striking	j	5516 	0.94
likelihood	n	5790 	0.9
carrot	n	5718 	0.91
atop	i	5578 	0.93
toll	n	5587 	0.93
rim	n	5676 	0.91
embarrassed	j	5627 	0.92
fucking	j	6472 	0.8
cling	v	5678 	0.91
isolated	j	5482 	0.95
blink	v	6160 	0.84
suspicious	j	5412 	0.96
wheelchair	n	5670 	0.91
squad	n	5520 	0.94
eligible	j	5529 	0.94
processor	n	5882 	0.88
plunge	v	5490 	0.94
this	r	5517 	0.94
sponsor	n	5622 	0.92
grin	n	5944 	0.87
color	v	5465 	0.95
demographic	j	6103 	0.85
rain	v	5597 	0.92
chill	n	5675 	0.91
refuge	n	5505 	0.94
steer	v	5452 	0.95
legislator	n	5593 	0.92
rally	n	5619 	0.92
programming	n	5507 	0.94
cheer	v	5442 	0.95
outlet	n	5497 	0.94
intact	j	5350 	0.96
vendor	n	5543 	0.93
thrive	v	5472 	0.94
peanut	n	5604 	0.92
chew	v	5669 	0.91
elaborate	j	5349 	0.96
intellectual	n	5773 	0.89
conception	n	5953 	0.86
auction	n	5621 	0.91
steak	n	5596 	0.92
comply	v	5452 	0.94
triumph	n	5337 	0.96
shareholder	n	5742 	0.89
comparable	j	5600 	0.91
transport	v	5336 	0.96
conscience	n	5317 	0.96
calculation	n	5577 	0.92
considerably	r	5481 	0.93
interval	n	5708 	0.89
scratch	v	5629 	0.91
awake	j	5806 	0.88
jurisdiction	n	5691 	0.9
inevitably	r	5420 	0.94
feminist	j	5719 	0.89
constraint	n	5942 	0.86
emotionally	r	5321 	0.96
expedition	n	5467 	0.93
allegedly	r	5451 	0.93
compromise	v	5322 	0.96
strain	v	5435 	0.94
similarity	n	5709 	0.89
butt	n	5490 	0.93
lid	n	5558 	0.92
dumb	j	5486 	0.93
bulk	n	5324 	0.95
sprinkle	v	5777 	0.88
mortality	n	5785 	0.88
philosophical	j	5731 	0.89
conversion	n	5627 	0.9
patron	n	5331 	0.95
municipal	j	5536 	0.92
any	r	5352 	0.95
liver	n	5415 	0.94
harmony	n	5410 	0.94
solely	r	5456 	0.93
tolerance	n	5513 	0.92
instant	n	5755 	0.88
goat	n	5459 	0.93
arm	v	5232 	0.97
blessing	n	5222 	0.97
banana	n	5458 	0.93
running	n	5271 	0.96
palace	n	5347 	0.94
formerly	r	5350 	0.94
peasant	n	5609 	0.9
neat	j	5359 	0.94
grandparent	n	5334 	0.95
lawmaker	n	5755 	0.88
supermarket	n	5389 	0.94
cruise	n	5434 	0.93
mobile	j	5339 	0.94
plain	n	5337 	0.94
part	i	5503 	0.91
calendar	n	5258 	0.96
widow	n	5309 	0.95
deposit	n	5497 	0.91
beard	n	5528 	0.91
brake	n	5522 	0.91
downtown	r	5483 	0.92
screening	n	5407 	0.93
impulse	n	5305 	0.95
forbid	v	5167 	0.97
fur	n	5466 	0.92
brutal	j	5193 	0.97
predator	n	5400 	0.93
poke	v	5575 	0.9
opt	v	5371 	0.93
voluntary	j	5504 	0.91
trouble	v	5177 	0.97
valid	j	5509 	0.91
forum	n	5419 	0.92
dancing	n	5243 	0.95
happily	r	5331 	0.94
soar	v	5344 	0.94
removal	n	5488 	0.91
autonomy	n	5849 	0.85
enact	v	5441 	0.92
round	v	5247 	0.95
thread	n	5340 	0.93
light	i	5458 	0.91
landmark	n	5332 	0.93
unhappy	j	5162 	0.96
offender	n	5417 	0.92
coming	j	5181 	0.96
privately	r	5212 	0.95
fraction	n	5313 	0.94
distinctive	j	5373 	0.93
tourism	n	5429 	0.92
threshold	n	5490 	0.91
calm	j	5309 	0.94
routinely	r	5269 	0.94
suite	n	5321 	0.93
remark	v	5289 	0.94
regulator	n	5462 	0.91
straw	n	5297 	0.94
theological	j	5684 	0.87
apart	i	5216 	0.95
exhaust	v	5204 	0.95
globe	n	5166 	0.96
fragile	j	5125 	0.97
objection	n	5276 	0.94
chemistry	n	5192 	0.95
old-fashioned	j	5200 	0.95
crowded	j	5196 	0.95
circle	v	5401 	0.91
blast	n	5241 	0.94
prevail	v	5207 	0.95
overnight	r	5170 	0.96
denial	n	5207 	0.95
rental	n	5357 	0.92
fantastic	j	5269 	0.94
fragment	n	5308 	0.93
level	j	5367 	0.92
screw	v	5361 	0.92
warmth	n	5383 	0.92
undergraduate	n	5683 	0.87
liquid	j	5265 	0.94
headache	n	5256 	0.94
policeman	n	5278 	0.93
yield	n	5648 	0.87
projection	n	5288 	0.93
battle	v	5240 	0.94
suitable	j	5291 	0.93
mention	n	5137 	0.96
graduation	n	5218 	0.94
drill	v	5279 	0.93
cruel	j	5128 	0.96
mansion	n	5233 	0.94
regard	n	5263 	0.93
grape	n	5318 	0.92
authorize	v	5209 	0.94
cottage	n	5328 	0.92
driveway	n	5459 	0.9
charm	n	5157 	0.95
sexuality	n	5531 	0.88
loyal	j	5066 	0.97
clay	n	5287 	0.93
pound	v	5327 	0.92
balloon	n	5187 	0.94
invention	n	5211 	0.94
ego	n	5239 	0.93
fare	n	5362 	0.91
homework	n	5093 	0.96
disc	n	5403 	0.9
sofa	n	5499 	0.89
guarantee	n	5205 	0.94
availability	n	5519 	0.88
radar	n	5221 	0.93
frown	v	5903 	0.83
regain	v	5041 	0.97
leave	n	5087 	0.96
permit	n	5305 	0.92
sweater	n	5392 	0.9
rehabilitation	n	5547 	0.88
rubber	j	5190 	0.94
retreat	n	5132 	0.95
molecule	n	5445 	0.89
freely	r	5085 	0.96
favorable	j	5324 	0.91
steadily	r	5085 	0.96
veteran	j	5312 	0.92
integrated	j	5455 	0.89
ha	u	5372 	0.9
youngster	n	5184 	0.94
broadcast	v	5138 	0.95
premium	n	5279 	0.92
accountability	n	5409 	0.9
overwhelm	v	4976 	0.97
one-third	m	5210 	0.93
contemplate	v	5027 	0.96
update	v	5227 	0.93
spark	v	5071 	0.96
ironically	r	5154 	0.94
fatigue	n	5214 	0.93
beyond	r	5036 	0.96
speculate	v	5012 	0.97
marker	n	5156 	0.94
low	r	5024 	0.96
preach	v	5063 	0.96
bucket	n	5233 	0.92
bomb	v	5275 	0.92
blond	j	5479 	0.88
confession	n	5074 	0.95
provoke	v	5063 	0.95
marble	n	5210 	0.93
substantially	r	5344 	0.9
twist	n	5060 	0.95
defender	n	5136 	0.94
fish	v	5183 	0.93
explicit	j	5461 	0.88
transport	n	5313 	0.91
disturbing	j	4990 	0.97
surveillance	n	5132 	0.94
magnetic	j	5377 	0.9
technician	n	5048 	0.95
mutter	v	5753 	0.84
devastating	j	5055 	0.95
depart	v	5035 	0.96
arrow	n	5208 	0.92
trauma	n	5880 	0.82
neighboring	j	5082 	0.95
soak	v	5186 	0.93
ribbon	n	5159 	0.93
meantime	n	5022 	0.96
transmit	v	5117 	0.94
screen	v	5079 	0.95
harvest	n	5125 	0.94
consecutive	j	5471 	0.88
republican	j	5297 	0.91
coordinate	v	5152 	0.93
worldwide	j	5089 	0.94
within	r	5085 	0.94
spy	n	5076 	0.95
slot	n	5130 	0.94
riot	n	5203 	0.92
nutrient	n	5426 	0.88
citizenship	n	5602 	0.86
severely	r	5035 	0.95
sovereignty	n	5541 	0.86
ridge	n	5229 	0.91
brave	j	5061 	0.94
lighting	n	5081 	0.94
specify	v	5379 	0.89
contributor	n	5084 	0.94
frustrate	v	4933 	0.97
crowd	v	5083 	0.94
articulate	v	5350 	0.89
importantly	r	5130 	0.93
transit	n	5226 	0.91
dense	j	5061 	0.94
seminar	n	5106 	0.93
electronics	n	5116 	0.93
sunny	j	5117 	0.93
shorts	n	5148 	0.93
swell	v	5125 	0.93
accusation	n	4987 	0.95
soften	v	5112 	0.93
photograph	v	5006 	0.95
straighten	v	5352 	0.89
terribly	r	5096 	0.93
cue	n	5186 	0.92
sudden	r	5211 	0.91
bride	n	5613 	0.85
biography	n	5015 	0.95
hazard	n	5159 	0.92
compelling	j	4995 	0.95
seldom	r	5009 	0.95
tile	n	5200 	0.91
economically	r	5169 	0.92
honestly	r	5042 	0.94
troubled	j	4991 	0.95
bow	v	5293 	0.9
twentieth	m	5458 	0.87
balanced	j	5486 	0.86
foreigner	n	5076 	0.93
launch	n	5080 	0.93
convenience	n	4972 	0.95
delight	n	5038 	0.94
weave	v	5015 	0.94
timber	n	5150 	0.92
till	c	5269 	0.9
accurately	r	5156 	0.92
plea	n	5000 	0.95
bulb	n	5157 	0.92
copy	v	4970 	0.95
flying	j	5056 	0.93
sustainable	j	5339 	0.89
devil	n	5051 	0.94
bolt	n	5148 	0.92
cargo	n	4991 	0.95
spine	n	5110 	0.92
seller	n	5083 	0.93
skilled	j	5047 	0.94
managing	j	5126 	0.92
public	r	4877 	0.97
marine	j	5154 	0.92
dock	n	5178 	0.91
organized	j	5011 	0.94
fog	n	5186 	0.91
diplomat	n	5185 	0.91
boring	j	4922 	0.96
sometime	r	4938 	0.95
summary	n	5304 	0.89
missionary	n	5438 	0.87
epidemic	n	5010 	0.94
fatal	j	4875 	0.97
trim	v	5113 	0.92
warehouse	n	5020 	0.94
accelerate	v	4923 	0.96
butterfly	n	5031 	0.94
bronze	n	5118 	0.92
drown	v	5097 	0.92
inherent	j	5339 	0.88
praise	n	4896 	0.96
nationwide	r	5104 	0.92
spit	v	5286 	0.89
harvest	v	5065 	0.93
kneel	v	5467 	0.86
vacuum	n	5028 	0.93
selected	j	5315 	0.88
dictate	v	4935 	0.95
stereotype	n	5109 	0.92
sensor	n	5154 	0.91
laundry	n	5063 	0.93
manual	n	5040 	0.93
pistol	n	5261 	0.89
naval	j	4990 	0.94
plaintiff	n	5312 	0.88
kid	v	5094 	0.92
middle-class	j	5025 	0.93
apology	n	4972 	0.94
till	i	5079 	0.92
